"subject_id","trial_number","categorical_condition","random_intercept","random_slope_trial","categorical_coded","fixed_categorical","interaction_term","random_error","log_rt","SaccadicRT","treshold","stand_TrialN"
"2",10,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.17,0.0777332676081394,6.04148677637065,420.517786246839,219.343047844332,-0.0866025403784439
"2",11,"Complex",-0.0628493858886877,0.0251602894651195,0.5,-0.005,-0.187,0.00235649310461713,5.58427029133224,266.20595905252,209.18371719605,0.0866025403784439
"2",12,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.204,0.104622485716296,6.07269657340904,433.849011330533,199.147336034162,0.259807621135332
"2",13,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.221,-0.0653715641352428,5.90486281302262,366.816899833774,223.754659747998,0.433012701892219
"2",14,"Complex",-0.0628493858886877,0.0251602894651195,0.5,-0.005,-0.238,-0.0617029884211699,5.42469167820181,226.941364557779,222.757405510171,0.606217782649107
"2",15,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.255,0.0254100671769634,5.99996502326507,403.41468311753,203.911274323712,0.779422863405995
"2",16,"Complex",-0.0628493858886877,0.0251602894651195,0.5,-0.005,-0.272,0.144941001145289,5.56765624669851,261.819738689779,217.413783503388,0.952627944162882
"2",17,"Complex",-0.0628493858886877,0.0251602894651195,0.5,-0.005,-0.289,0.100981493079795,5.49185702809814,242.70750327521,209.576494837361,1.12583302491977
"2",18,"Complex",-0.0628493858886877,0.0251602894651195,0.5,-0.005,-0.306,-0.0843820339708072,5.27465379051266,NA,204.189195005388,1.29903810567666
"2",19,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.323,0.0414173844977894,6.02461349844637,413.48179977737,227.18164461754,1.47224318643355
"2",20,"Simple",-0.0628493858886877,0.0251602894651195,-0.5,0.005,0.34,-0.149570502673771,5.83578590073993,342.333668641974,211.405465247908,1.64544826719043
"3",1,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.017,0.11617228424187,6.00495576243383,405.43305296718,212.385962552023,-1.64544826719043
"3",2,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.034,-0.0617052643448673,5.8465082249155,346.024030485236,193.577559128119,-1.47224318643355
"3",3,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.051,0.073365560268206,5.84500906059697,345.505672254545,204.689579939751,-1.29903810567666
"3",4,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.068,0.0739288647272892,5.78700237612445,326.034230087982,209.736576273276,-1.12583302491977
"3",5,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.085,-0.0948518423997339,5.73965168006582,310.956079914265,213.077184109082,-0.952627944162882
"3",6,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.102,-0.101582560721714,5.70835097281224,301.373684896069,217.557804302001,-0.779422863405995
"3",7,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.119,-0.0486396674532256,5.48872387714913,241.948254073275,212.120195363924,-0.606217782649107
"3",8,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.136,-0.145378509284807,5.61541504638594,274.627338628899,209.678078394379,-0.433012701892219
"3",9,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.153,0.0131081456414373,5.74933171238058,313.980760701748,222.187616144104,-0.259807621135332
"3",10,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.17,0.0169884629863773,5.37864204079392,216.727768037876,216.411468960388,-0.0866025403784439
"3",11,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.187,0.127981001161203,5.81506459003715,335.313055684402,216.253223295938,0.0866025403784439
"3",12,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.204,-0.0927753721110366,5.1517382278333,NA,206.133083157366,0.259807621135332
"3",13,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.221,-0.00841970314010695,5.17752390787263,NA,200.606754741022,0.433012701892219
"3",14,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.238,-0.0915726680833847,5.03580095399775,NA,225.41804774034,0.606217782649107
"3",15,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.255,-0.013790073208118,5.57501355994142,263.75313208971,221.663477424228,0.779422863405995
"3",16,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.272,0.102280346393471,5.6665139906114,289.025231523574,209.024906036716,0.952627944162882
"3",17,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.289,0.156184884558299,5.69584853984463,297.629236733221,198.099520776993,1.12583302491977
"3",18,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.306,-0.051479832197371,4.84161383415736,NA,189.568497204944,1.29903810567666
"3",19,"Simple",-0.0476465328764323,-0.00156998893160224,-0.5,0.005,0.323,-0.135449396251333,5.35507428117179,211.679699585047,205.071852960347,1.47224318643355
"3",20,"Complex",-0.0476465328764323,-0.00156998893160224,0.5,-0.005,-0.34,-0.0516166413458911,4.72433704714563,NA,214.616771592843,1.64544826719043
"4",1,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.017,0.0758037365708062,6.14629428519352,466.983668139582,203.418646403391,-1.64544826719043
"4",2,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.034,-0.0895424516512135,5.94825423174413,383.083979107377,197.439532522528,-1.47224318643355
"4",3,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.051,-0.0933637667835203,5.91173905138446,369.34791222168,187.001440256699,-1.29903810567666
"4",4,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.068,0.0397789374542621,5.86618789039488,352.901115064712,208.285147244531,-1.12583302491977
"4",5,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.085,0.0441679997827605,5.98388308749602,396.978882864754,220.585543101031,-0.952627944162882
"4",6,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.102,0.148880561137774,5.84190178362367,344.433756666777,203.10871940125,-0.779422863405995
"4",7,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.119,0.0537209697260313,5.68004832698456,292.963587627225,205.117524262868,-0.606217782649107
"4",8,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.136,0.00632500894332422,5.84795850097449,346.526224924751,219.332254903005,-0.433012701892219
"4",9,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.153,-0.161179767918904,5.6477598588849,283.655325610605,212.095541093596,-0.259807621135332
"4",10,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.17,-0.0277682073931986,5.39847755418324,221.069593394332,211.849348204058,-0.0866025403784439
"4",11,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.187,0.0479207096933211,5.4074726060424,223.067096203772,203.159180874914,0.0866025403784439
"4",12,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.204,0.104388233492018,5.39724626461374,220.797560220024,186.364389625933,0.259807621135332
"4",13,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.221,-0.115851502652264,5.56231266324209,260.424414401602,197.894942787343,0.433012701892219
"4",14,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.238,0.025620938500031,5.67109123916702,290.351204185269,214.619407146976,0.606217782649107
"4",15,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.255,0.0020041185516457,5.61478055399127,274.4531449393,202.311299901515,0.779422863405995
"4",16,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.272,0.00168057810650005,5.02776314831877,NA,211.744141293185,0.952627944162882
"4",17,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.289,0.0818449403287789,5.04123364531368,NA,209.402202643026,1.12583302491977
"4",18,"Simple",0.0981844138500737,-0.009693865227363,-0.5,0.005,0.306,-0.137300788218378,5.37739405153916,216.457462816246,214.557462805093,1.29903810567666
"4",19,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.323,0.0903408202569669,4.91634179478714,NA,213.202952479031,1.47224318643355
"4",20,"Complex",0.0981844138500737,-0.009693865227363,0.5,-0.005,-0.34,0.0339726186098498,4.79327972791266,NA,219.918232474355,1.64544826719043
"5",1,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.017,-0.039406898850468,6.37965384999665,589.723539518924,195.771491635367,-1.64544826719043
"5",2,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.034,0.0670010749602452,6.35814582288167,577.175178614499,210.812610375353,-1.47224318643355
"5",3,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.051,0.117995054377308,6.32522380137305,558.482788894628,197.52256351374,-1.29903810567666
"5",4,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.068,0.0444148978371476,6.1677276439072,477.10073062441,195.697075884554,-1.12583302491977
"5",5,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.085,0.0178099852459913,6.23720673039036,511.427957740698,211.441009846745,-0.952627944162882
"5",6,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.102,-0.185543327069063,5.98393741714962,397.000451175839,195.360342242427,-0.779422863405995
"5",7,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.119,0.0857926753783363,6.20535741867133,495.395988076846,201.930466245797,-0.606217782649107
"5",8,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.136,-0.200512552821313,5.58713618954599,266.969972504524,197.61048223557,-0.433012701892219
"5",9,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.153,0.0177810254869927,5.72151376692861,305.366827465332,214.174686560108,-0.259807621135332
"5",10,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.17,-0.0396903683181931,5.58012637219774,265.105105584285,203.468635605878,-0.0866025403784439
"5",11,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.187,-0.00176569549172191,5.91813504409852,371.717829685432,221.287965806628,0.0866025403784439
"5",12,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.204,0.0482000488197114,5.50018478748427,244.737152448738,219.394730861156,0.259807621135332
"5",13,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.221,-0.170471665526668,5.6495970722122,284.176939966881,220.649065757302,0.433012701892219
"5",14,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.238,-0.0372392025865928,5.73291353422659,308.867855778489,212.339080607561,0.606217782649107
"5",15,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.255,0.00742587549019614,5.20766261137769,NA,214.156388570002,0.779422863405995
"5",16,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.272,0.0145369955330453,5.68485773049486,294.375961349123,222.323340013502,0.952627944162882
"5",17,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.289,0.070053471832763,5.10245820586889,NA,238.574804535601,1.12583302491977
"5",18,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.306,-0.0559620439188605,5.51452668919158,248.272439404699,209.319063749604,1.29903810567666
"5",19,"Simple",0.463976749772801,-0.0269160009256869,-0.5,0.005,0.323,-0.0163035442136064,5.50426918797114,245.738801168129,221.480618008311,1.47224318643355
"5",20,"Complex",0.463976749772801,-0.0269160009256869,0.5,-0.005,-0.34,-0.013931940294318,4.76672479096475,NA,203.770515456118,1.64544826719043
"6",1,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.017,0.142466303193051,5.78219433660167,324.470407097917,213.922414422356,-1.64544826719043
"6",2,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.034,-0.00313653591152537,5.65587041660881,285.965283362885,216.178880446301,-1.47224318643355
"6",3,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.051,-0.194374463433939,5.43991140819812,230.421769076667,227.904475689001,-1.29903810567666
"6",4,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.068,-0.218743347843811,5.24482144289997,NA,194.632363483773,-1.12583302491977
"6",5,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.085,-0.0312570891627911,5.55358662069271,258.161825958972,213.151252914021,-0.952627944162882
"6",6,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.102,0.133573778212147,5.47969640717937,239.773902687894,205.321498304716,-0.779422863405995
"6",7,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.119,-0.201291507140713,5.08611004093823,NA,214.658789094171,-0.606217782649107
"6",8,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.136,-0.207758093025463,5.0209223741652,NA,210.215195406023,-0.433012701892219
"6",9,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.153,-0.0892593750331137,5.39670001126927,220.676981750498,216.689678240265,-0.259807621135332
"6",10,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.17,-0.0605697048223748,5.40066860059173,221.554498163401,213.589170811709,-0.0866025403784439
"6",11,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.187,0.0223835081602414,5.45890073268607,234.839131443537,207.676287682115,0.0866025403784439
"6",12,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.204,-0.207192049907077,4.78660409373047,NA,221.349709955877,0.259807621135332
"6",13,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.221,0.0486255077269306,4.9837005704762,NA,212.686436959816,0.433012701892219
"6",14,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.238,0.0786563868301638,5.44101036869115,230.675132690419,193.960515346963,0.606217782649107
"6",15,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.255,-0.052553460452658,5.28507944052005,NA,209.481611340781,0.779422863405995
"6",16,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.272,-0.180737396259252,5.13217442382518,NA,204.825307228042,0.952627944162882
"6",17,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.289,-0.129373163419365,4.57081757577679,NA,215.508123266927,1.12583302491977
"6",18,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.306,-0.0565632719994638,5.20690638630841,NA,203.880331932972,1.29903810567666
"6",19,"Complex",-0.296550885703102,-0.00172108088827914,0.5,-0.005,-0.323,-0.0659210138360559,4.51682756358354,NA,210.166413565122,1.47224318643355
"6",20,"Simple",-0.296550885703102,-0.00172108088827914,-0.5,0.005,0.34,-0.125274585697597,5.08875291083372,NA,228.071815811893,1.64544826719043
"7",1,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.017,-0.0465842379337981,5.5653586703578,261.218878378173,219.15535252347,-1.64544826719043
"7",2,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.034,-0.0660321400833791,5.57025506992601,262.501046824349,211.087190048033,-1.47224318643355
"7",3,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.051,0.0221047450242968,5.63873625675147,281.107246525042,208.031625823632,-1.29903810567666
"7",4,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.068,-0.120802754124872,5.33017305932009,206.473703263295,201.86400413709,-1.12583302491977
"7",5,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.085,0.077499984071476,5.65482009923423,285.665086735704,207.195487628918,-0.952627944162882
"7",6,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.102,0.120987968026127,5.46465238490666,NA,236.208680355371,-0.779422863405995
"7",7,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.119,-0.0854310212580121,5.45257769734031,233.358919961278,217.58505104639,-0.606217782649107
"7",8,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.136,0.097392619676236,5.61574563999235,274.718143680151,230.572920370874,-0.433012701892219
"7",9,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.153,-0.0337275630826022,5.1489697589513,NA,213.014359286906,-0.259807621135332
"7",10,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.17,-0.0216789819550496,5.45736264179664,NA,241.084004100469,-0.0866025403784439
"7",11,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.187,-0.0540113107918469,5.02137461467763,NA,217.450192369238,0.0866025403784439
"7",12,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.204,-0.0834029606928227,5.35632726649444,NA,212.46237184265,0.259807621135332
"7",13,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.221,-0.190024257855734,4.77805027104931,NA,202.300314805726,0.433012701892219
"7",14,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.238,0.00822438024299583,4.92264321086583,NA,226.65496596998,0.606217782649107
"7",15,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.255,0.0674494861680761,5.4482126185087,232.342509848602,202.642675245469,0.779422863405995
"7",16,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.272,-0.054863089404398,4.75224434465401,NA,193.693563549849,0.952627944162882
"7",17,"Complex",-0.329401393426185,0.00334430171778718,0.5,-0.005,-0.289,-0.00279273917220852,4.75065899660399,NA,204.070591342205,1.12583302491977
"7",18,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.306,-0.031479543167935,5.29031649432605,NA,214.113471148836,1.29903810567666
"7",19,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.323,0.0993026436834241,5.4014429828952,221.726132492748,202.716556678791,1.47224318643355
"7",20,"Simple",-0.329401393426185,0.00334430171778718,-0.5,0.005,0.34,-0.0381201143625351,5.24436452656702,NA,211.621236290495,1.64544826719043
"8",1,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.017,-0.176478961345163,6.34757852337661,571.108108367339,200.046452957817,-1.64544826719043
"8",2,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.034,-0.0209337381108102,6.41345921098836,610.00015483083,197.461667391237,-1.47224318643355
"8",3,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.051,0.136778964663813,6.48150737814037,652.954454096611,212.305703333792,-1.29903810567666
"8",4,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.068,-0.124552807437972,6.27651107041598,531.929557795588,206.491140998547,-1.12583302491977
"8",5,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.085,0.0291248580459722,6.19452420027731,490.058219953058,210.218338216995,-0.952627944162882
"8",6,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.102,-0.0442184470850336,6.0315163595237,416.345881003988,208.933658666133,-0.779422863405995
"8",7,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.119,0.0894846386971718,6.0755549096833,435.090871678901,205.62618326307,-0.606217782649107
"8",8,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.136,-0.178640160222736,5.99976557514078,403.334230838967,211.244072006197,-0.433012701892219
"8",9,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.153,0.151692421604937,6.27443362134585,530.825648285285,200.345402906787,-0.259807621135332
"8",10,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.17,-0.0873226664772434,5.97975399764106,395.343100856419,218.412420757921,-0.0866025403784439
"8",11,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.187,0.08079495303915,5.70820708153484,301.330322971351,194.397941650868,0.0866025403784439
"8",12,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.204,0.0708153193047276,6.02656291217781,414.288633045971,191.541509672037,0.259807621135332
"8",13,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.221,0.0921425313500112,5.99222558860049,400.304532463224,223.056087283141,0.433012701892219
"8",14,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.238,-0.00643783182641635,5.35198068980145,211.025860969337,203.130482952084,0.606217782649107
"8",15,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.255,-0.0311218897385821,5.75763209626668,316.597767604209,200.214793045577,0.779422863405995
"8",16,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.272,0.0339220348624858,5.76701148524514,319.581230875573,219.280943377401,0.952627944162882
"8",17,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.289,-0.0356958124375371,5.05372910232251,NA,231.469266774266,1.12583302491977
"8",18,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.306,-0.0230688148737539,5.59869156426368,270.07280323526,217.827575514127,1.29903810567666
"8",19,"Simple",0.618722020344383,-0.0326645356226082,-0.5,0.005,0.323,0.131575816781749,5.69767166029658,298.172345607825,196.004106038831,1.47224318643355
"8",20,"Complex",0.618722020344383,-0.0326645356226082,0.5,-0.005,-0.34,0.0978870414733123,4.91831834936553,NA,192.581674150372,1.64544826719043
"9",1,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.017,0.113965554421955,5.9092952219069,368.446390937141,206.964917017281,-1.64544826719043
"9",2,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.034,0.0665292320819254,5.82736544363144,339.463165105188,196.843123869545,-1.47224318643355
"9",3,"Simple",-0.165176876579618,0.0225065440645649,-0.5,0.005,0.051,0.01427714689871,5.85261990251279,348.145293435215,221.151015366767,-1.29903810567666
"9",4,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.068,-0.104284650601655,5.58756464907699,267.084382842083,216.260007417762,-1.12583302491977
"9",5,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.085,-0.0165375475333539,5.64081829620985,281.693132611673,214.080867634688,-0.952627944162882
"9",6,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.102,-0.0343775161476125,5.58848487166016,267.330273042292,208.843021666562,-0.779422863405995
"9",7,"Simple",-0.165176876579618,0.0225065440645649,-0.5,0.005,0.119,0.0861960901942877,5.92256502206662,373.368184299603,236.811341039888,-0.606217782649107
"9",8,"Complex",-0.165176876579618,0.0225065440645649,0.5,-0.005,-0.136,0.00621979509072001,5.56009527102762,259.847591090754,206.774473861822,-0.433012701892219
"9",9,"Simple",-0.165176876579618,0.0225065440645649,-0.5,0.005,0.153,-0.0538126846905378,5.78156933531093,324.267676034861,224.008682664883,-0.259807621135332
"9",10,"Simple",-0.165176876579618,0.0225065440645649,-0.5,0.005,0.17,-0.0407982232782082,5.79409034078782,328.353358430504,216.125106734997,-0.0866025403784439
"9",11,"Simple",-0.165176876579618,0.0225065440645649,-0.5,0.005,0.187,0.00276744387550389,5.8371625520061,342.805267259299,216.377542904848,0.0866025403784439
