"subject_id","trial_number","categorical_condition","random_intercept","random_slope_trial","categorical_coded","fixed_categorical","interaction_term","random_error","dependent_variable"
"3",8,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-32,45.1363893962692,1236.93532256423
"3",9,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-36,17.6268987207305,1161.98116598125
"3",10,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,40,-14.4447630237239,1358.22964061261
"3",11,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-44,-22.1958219466751,1041.418691564
"3",12,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,48,5.26021885108582,1383.52040114586
"3",13,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,52,21.6236351200204,1408.73917488482
"3",14,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,56,-17.282063084226,1327.22652601421
"3",15,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-60,-11.165822359451,975.399113922938
"3",16,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-64,-31.3211621955708,914.646722442554
"3",17,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-68,-26.5227327736282,902.083112667296
"3",18,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,72,18.3907083960204,1370.591071537
"3",19,"Simple",-44.4263836301499,0.695711573392867,0.5,-32.5,-76,89.0298289609024,1081.56931981828
"3",20,"Complex",-44.4263836301499,0.695711573392867,-0.5,32.5,80,9.11102957519699,1339.90890579147
"4",1,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-4,10.2805000327979,1433.17384656852
"4",2,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-8,28.9288315287777,1413.20763684382
"4",3,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-12,-38.2198854016216,1227.55682874017
"4",4,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,16,-28.1678427579782,1378.30900205259
"4",5,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-20,54.1039807055918,NA
"4",6,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,24,19.2863637389595,NA
"4",7,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,28,7.89794521295193,1326.36812930198
"4",8,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-32,38.7882393663312,1096.37684216388
"4",9,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-36,37.5771982360919,1038.05975396512
"4",10,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,40,-25.0992705557924,1141.0581459896
"4",11,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,44,-17.6376035350228,1114.93809725263
"4",12,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,48,-68.0684645712827,977.020493282724
"4",13,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-52,-32.7357415811645,678.363185511396
"4",14,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-56,-13.4233534164351,NA
"4",15,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-60,-23.1151829030253,584.984822267506
"4",16,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,64,29.9737792640236,1004.234299317
"4",17,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,68,-2.98177949073441,900.06364227786
"4",18,"Simple",30.6016007008137,-16.9875053202324,0.5,-32.5,-72,39.5109818886647,537.988350437756
"4",19,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,76,18.5092292226412,860.506528196067
"4",20,"Complex",30.6016007008137,-16.9875053202324,-0.5,32.5,80,-11.1714664044647,762.660032558783
"5",1,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-4,28.2405281434034,1266.98503771843
"5",2,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,8,-20.4259560255751,1312.81149381914
"5",3,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,12,31.2999581988737,1411.53602286866
"5",4,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,16,-52.2419895228667,1249.04175953321
"5",5,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-20,22.507231830743,1189.45926422869
"5",6,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-24,-10.8835652726541,1108.36403022469
"5",7,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-28,27.4098856521871,1165.69985023122
"5",8,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,32,-3.23133804421438,1339.02916295585
"5",9,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,36,53.3124506016488,1447.05759701368
"5",10,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,40,-17.868437042495,1308.43405315003
"5",11,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-44,-37.5911518315181,973.720816718456
"5",12,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,48,-43.1096723679705,1257.36105860631
"5",13,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-52,-2.48616870376464,1008.28579607722
"5",14,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-56,-38.84954011711,921.450157365504
"5",15,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,60,-11.9709855167952,1314.00005191817
"5",16,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-64,1.75514597567568,966.635736076786
"5",17,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,68,4.10006979750272,1342.70614544691
"5",18,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-72,-32.7684235579903,866.739460707031
"5",19,"Simple",-93.8010401753234,3.3969619065002,0.5,-32.5,-76,-16.8000850471077,880.962757008903
"5",20,"Complex",-93.8010401753234,3.3969619065002,-0.5,32.5,80,19.1265496339501,1368.23049557236
"6",1,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,4,-31.6013313548251,1467.24522006538
"6",2,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-8,-4.46796772868011,1351.27844902824
"6",3,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-12,-48.0923715870291,1239.64170333133
"6",4,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,16,47.1686047717473,1583.52848905609
"6",5,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-20,28.3766217592772,1332.52731780565
"6",6,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,24,-65.6879896353187,1341.70118598343
"6",7,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,28,22.1635727414216,NA
"6",8,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,32,-12.3460101782473,1420.82366459775
"6",9,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-36,-2.64437853747765,1163.051234212
"6",10,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-40,22.4110074362841,1184.04356613247
"6",11,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-44,-2.54668466807522,1108.45452483497
"6",12,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,48,-19.1937681874597,1359.82498504954
"6",13,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,52,17.12213056375,1418.01172380141
"6",14,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-56,14.5053536782008,1059.20604502895
"6",15,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-60,-55.876825021208,895.896762113477
"6",16,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-64,-38.9417120277798,901.207853336855
"6",17,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,68,-30.4462471076419,1278.37654523355
"6",18,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-72,-18.8645399276898,885.193961051868
"6",19,"Complex",2.32407964051677,-2.18485162123413,-0.5,32.5,76,-65.4624405136982,1186.86858081011
"6",20,"Simple",2.32407964051677,-2.18485162123413,0.5,-32.5,-80,18.7320147050771,903.012140056192
"7",1,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,4,-10.0665696416269,1412.06803144931
"7",2,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-8,-33.1957434633022,NA
"7",3,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-12,56.5421829567376,1377.39060579683
"7",4,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,16,-4.3760980611442,1435.90124754832
"7",5,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-20,-9.34692828297419,1227.81552509418
"7",6,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,24,-10.5988102563761,NA
"7",7,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-28,11.6696894416429,1246.06604054406
"7",8,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-32,2.79143085048584,1217.75346443454
"7",9,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,36,17.280233394305,1499.12930540571
"7",10,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-40,4.68307458163483,1199.071315029
"7",11,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,44,-6.25641256981601,1462.23997498157
"7",12,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-48,5.88979313999183,1179.06649130943
"7",13,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,52,-76.1001422902408,1335.92599982915
"7",14,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,56,22.3250896243531,1530.27857207294
"7",15,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-60,-26.0216229806719,1083.93892483667
"7",16,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,64,-82.2962666644685,1336.80474473164
"7",17,"Complex",-56.1851907055137,6.21705599712854,-0.5,32.5,68,54.8752690850073,NA
"7",18,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-72,16.2620840942103,1132.09121954561
"7",19,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-76,39.8268547353645,1166.43010251471
"7",20,"Simple",-56.1851907055137,6.21705599712854,0.5,-32.5,-80,17.8672126554726,1112.85577428988
"8",1,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,4,6.37223332126763,1537.02574105194
"8",2,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,8,38.8415896779838,1599.85311771123
"8",3,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,12,-34.1571329633207,NA
"8",4,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-16,53.6018159914376,1441.28820547655
"8",5,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,20,-32.2351000904686,1462.97056308574
"8",6,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,24,34.5722896286183,1592.10888366577
"8",7,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,28,-53.0526003111167,1423.0195763575
"8",8,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-32,-25.8122466454262,1226.63432496522
"8",9,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-36,-21.159862198971,1220.29474640933
"8",10,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-40,-12.7507486389763,1221.20987143371
"8",11,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,44,8.5853476319362,1542.55030239712
"8",12,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-48,28.017124469381,1269.28981829232
"8",13,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-52,-52.9619046494656,1097.58550254081
"8",14,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,56,-47.0238953251981,1435.53728011434
"8",15,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-60,-22.0281642593001,1126.67453584583
"8",16,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-64,5.11152850713579,1163.76070113492
"8",17,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,68,-5.25042411139808,1516.5821943503
"8",18,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-72,19.5684263518087,1161.03093542793
"8",19,"Simple",-5.76440869356287,4.06476890585313,0.5,-32.5,-76,-15.4713282149668,1078.04097982729
"8",20,"Complex",-5.76440869356287,4.06476890585313,-0.5,32.5,80,42.6283049693347,1609.41710854821
"9",1,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,4,-34.7549135507503,1222.9584214286
"9",2,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,8,7.60521005479077,1286.55822827504
"9",3,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-12,11.3962102922828,1103.8064489253
"9",4,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,16,27.2212068526561,1288.03356846065
"9",5,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,20,-23.7535428639467,1171.39231474894
"9",6,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,24,-4.86736539348745,1189.66105940742
"9",7,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-28,34.1163068053265,1013.07472026069
"9",8,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,32,-11.4564658581549,1140.53115040255
"9",9,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-36,-20.6560391597057,839.999110926624
"9",10,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-40,-19.0424975419122,809.463303470245
"9",11,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-44,31.817206840473,874.027861923972
"9",12,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,48,18.4888412395991,1125.54810285526
"9",13,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-52,-45.0539686243101,658.276708879881
"9",14,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,56,-8.73091784624173,1036.57786774785
"9",15,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,60,-19.5321128042215,997.516663789829
"9",16,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-64,21.1725054814204,685.21287240407
"9",17,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,68,1.06543003403418,1000.88748947843
"9",18,"Simple",-117.781088767524,-5.42600805526779,0.5,-32.5,-72,-12.7477889168603,552.405126039427
"9",19,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,76,-50.9753052327771,863.98491234592
"9",20,"Complex",-117.781088767524,-5.42600805526779,-0.5,32.5,80,-38.3329488230798,870.19607456099
"10",1,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-4,-6.1585122230455,1712.90590464402
"10",2,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,8,-27.5223095329798,1786.40291541439
"10",3,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,12,40.6099934440103,1891.7559142518
"10",4,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,16,11.4926539833279,1809.30795436966
"10",5,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-20,2.01517684162518,1562.01912421694
"10",6,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,24,-32.514568277538,1671.88699424541
"10",7,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,28,-32.6644767563034,1645.37868795668
"10",8,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,32,3.9604591249137,1689.88710578591
"10",9,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-36,6.22239266849666,1403.47259864199
"10",10,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-40,-51.0691546177452,1251.16781728192
"10",11,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,44,-20.8936010621679,NA
"10",12,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,48,-17.1649843365847,1544.21603092078
"10",13,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-52,7.43114699975592,1239.13567703632
"10",14,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,56,36.7617543558122,NA
"10",15,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,60,-61.0796015132955,1380.75508787103
"10",16,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-64,32.2685024857857,1162.09626891447
"10",17,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,68,-22.2849007224241,1403.2347725528
"10",18,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,72,-11.5305422705394,1397.78393992031
"10",19,"Simple",184.484742816749,-9.57698261797823,0.5,-32.5,-76,23.8123466047675,1020.7630166494
"10",20,"Complex",184.484742816749,-9.57698261797823,-0.5,32.5,80,-29.4068906209824,1310.82489461186
"11",1,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-4,-21.4308936274898,1776.98760552004
"11",2,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-8,-8.19418791587702,1739.87012969665
"11",3,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-12,-56.7010736651759,1583.51822400296
"11",4,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,16,10.631162774096,1838.18470560729
"11",5,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,20,20.4041187966315,1809.82728417618
"11",6,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-24,25.2833334413565,1553.80262302254
"11",7,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,28,-6.05939707141505,1664.26260643915
"11",8,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,32,-13.6333966644491,1602.4060911933
"11",9,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-36,19.8740973229313,1355.3192037526
"11",10,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,40,-40.9291689476421,1455.23422448624
"11",11,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-44,-21.8368778510783,1149.41185875105
"11",12,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-48,39.7722086972686,1205.70736902177
"11",13,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,52,41.0093172681282,1471.77688121451
"11",14,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,56,41.1704831462098,NA
"11",15,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,60,-9.64922273682465,1279.48865143906
"11",16,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-64,-32.8026954616604,814.839652421594
"11",17,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,68,10.0021829179744,1222.97752964511
"11",18,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-72,-4.65385319291198,743.840162738189
"11",19,"Complex",243.821179093028,-20.4573810299068,-0.5,32.5,76,-77.4591205510112,959.618660545679
"11",20,"Simple",243.821179093028,-20.4573810299068,0.5,-32.5,-80,-19.8749105450607,589.088090276957
"12",1,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,4,35.8437721605364,1698.88337142009
"12",2,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,8,91.4162493253256,1811.80713175594
"12",3,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,12,13.8649301796223,1667.65255279076
"12",4,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-16,-16.0318876278233,1428.20577814362
"12",5,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,20,29.9677676827688,1709.96211680438
"12",6,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,24,-17.970249327557,1622.99444765678
"12",7,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,28,-16.1024249290976,1632.20795236181
"12",8,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-32,-0.35671913322934,1419.10656005065
"12",9,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-36,-47.0104031645218,1319.17011617683
"12",10,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,40,-12.7393724065889,1655.52194002649
"12",11,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-44,-10.9213994456436,1369.17745488829
"12",12,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,48,-57.303378295332,1580.67640643872
"12",13,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-52,-18.4839335010042,1334.88833308743
"12",14,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-56,-22.4087468191978,1317.46656673613
"12",15,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,60,-15.2561490285872,1678.6942726755
"12",16,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-64,34.065522725143,1406.84034803609
"12",17,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-68,52.1961892654305,1432.01041193339
"12",18,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,72,-8.53573891050462,1708.49172865336
"12",19,"Simple",45.7408995503792,6.90323771044068,0.5,-32.5,-76,-39.2231589991458,1235.78352142811
"12",20,"Complex",45.7408995503792,6.90323771044068,-0.5,32.5,80,24.6821944738593,1783.85263696504
"13",1,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,4,-36.6998722379051,1184.63807250003
"13",2,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-8,-17.0839473987179,1050.02312048209
"13",3,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-12,-8.06877551770893,1035.90874948523
"13",4,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-16,12.612747546756,1044.32353008311
"13",5,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,20,-12.8927896181112,1166.31329355175
"13",6,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,24,8.71790636105112,1191.97139959453
"13",7,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,28,47.2838413276052,1250.37214671377
"13",8,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-32,-43.660995897179,NA
"13",9,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,36,51.0115984616487,1225.42131763181
"13",10,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-40,-34.2495917466173,764.683993163699
"13",11,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,44,-3.43937696630007,1088.12023739871
"13",12,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,48,1.10291515740472,1080.81716715828
"13",13,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,52,-68.4821391224282,930.365121014481
"13",14,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-56,1.4816962184404,707.590398323551
"13",15,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-60,6.72662554835058,686.195227645036
"13",16,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,64,3.4010492315059,1020.95597679831
