Id,Event,TrialN,SaccadicRT,LookingTime,SES,Stand_TrialN
6,Complex,13,NA,1361.53422907314,high,0.433012701892219
6,Complex,17,NA,NA,high,1.12583302491977
6,Complex,19,NA,1216.54433264372,high,1.47224318643355
7,Simple,2,358.853185474232,NA,medium,-1.47224318643355
7,Simple,3,359.749327778566,NA,medium,-1.29903810567666
7,Simple,5,304.027559505064,NA,medium,-0.952627944162882
7,Simple,7,285.517564867442,1064.6651818364,medium,-0.606217782649107
7,Simple,8,300.07824204319,1010.20728333764,medium,-0.433012701892219
7,Simple,10,301.23156307115,NA,medium,-0.0866025403784439
7,Simple,12,238.213906276809,NA,medium,0.259807621135332
7,Simple,15,271.388543630977,NA,medium,0.779422863405995
7,Simple,18,281.43566116558,NA,medium,1.29903810567666
7,Simple,19,261.316247041349,653.279836134215,medium,1.47224318643355
7,Simple,20,307.468705287322,NA,medium,1.64544826719043
7,Complex,1,311.058815672142,NA,medium,-1.64544826719043
7,Complex,4,311.935660901605,NA,medium,-1.12583302491977
7,Complex,6,244.371467492913,NA,medium,-0.779422863405995
7,Complex,9,201.790088853963,1204.20848028234,medium,-0.259807621135332
7,Complex,11,NA,NA,medium,0.0866025403784439
7,Complex,13,NA,NA,medium,0.433012701892219
7,Complex,14,NA,NA,medium,0.606217782649107
7,Complex,16,NA,NA,medium,0.952627944162882
7,Complex,17,NA,995.186088793444,medium,1.12583302491977
8,Simple,4,325.630738996872,1215.81531400993,medium,-1.12583302491977
8,Simple,8,285.411481770936,NA,medium,-0.433012701892219
8,Simple,9,250.785140011663,NA,medium,-0.259807621135332
8,Simple,10,265.70293143084,NA,medium,-0.0866025403784439
8,Simple,12,258.756884446115,1068.42894766611,medium,0.259807621135332
8,Simple,13,233.873497775494,1106.09700954142,medium,0.433012701892219
8,Simple,15,224.947869279704,913.808205708226,medium,0.779422863405995
8,Simple,16,245.442411942144,NA,medium,0.952627944162882
8,Simple,18,229.318921199096,976.972875819759,medium,1.29903810567666
8,Simple,19,216.008015555099,927.774181524397,medium,1.47224318643355
8,Complex,1,309.786893875239,NA,medium,-1.64544826719043
8,Complex,2,311.516567998639,1427.08930384201,medium,-1.47224318643355
8,Complex,3,218.108327085267,1257.05316557672,medium,-1.29903810567666
8,Complex,5,218.708654595266,1258.1012826438,medium,-0.952627944162882
8,Complex,6,241.991986598467,1239.45981262219,medium,-0.779422863405995
8,Complex,7,263.411316063587,NA,medium,-0.606217782649107
8,Complex,11,232.742939662048,NA,medium,0.0866025403784439
8,Complex,14,NA,1173.39586050258,medium,0.606217782649107
8,Complex,17,NA,1240.34024740944,medium,1.12583302491977
8,Complex,20,NA,1184.05480005407,medium,1.64544826719043
9,Simple,3,361.165023855942,NA,low,-1.29903810567666
9,Simple,7,333.679344846074,NA,low,-0.606217782649107
9,Simple,9,301.699202072453,NA,low,-0.259807621135332
9,Simple,10,300.766327958803,NA,low,-0.0866025403784439
9,Simple,11,338.955432265888,835.292102537059,low,0.0866025403784439
9,Simple,13,413.131019263181,NA,low,0.433012701892219
9,Simple,16,371.984853629185,826.208439141285,low,0.952627944162882
9,Simple,18,356.833529786635,NA,low,1.29903810567666
9,Complex,1,327.618478751508,NA,low,-1.64544826719043
9,Complex,2,305.798479565245,1116.01953671159,low,-1.47224318643355
9,Complex,4,284.010052309029,NA,low,-1.12583302491977
9,Complex,5,237.399893370349,NA,low,-0.952627944162882
9,Complex,6,259.455516246983,1030.09881661091,low,-0.779422863405995
9,Complex,8,274.386526667141,NA,low,-0.433012701892219
9,Complex,12,NA,1054.99161888596,low,0.259807621135332
9,Complex,14,NA,NA,low,0.606217782649107
9,Complex,15,NA,1104.92937401531,low,0.779422863405995
9,Complex,17,NA,1068.38210110836,low,1.12583302491977
9,Complex,19,NA,NA,low,1.47224318643355
9,Complex,20,NA,NA,low,1.64544826719043
10,Simple,1,697.112816619223,1374.29687391075,high,-1.64544826719043
10,Simple,5,599.613007410467,NA,high,-0.952627944162882
10,Simple,9,522.335727618953,NA,high,-0.259807621135332
10,Simple,10,583.856562782858,1026.86556521447,high,-0.0866025403784439
10,Simple,13,520.880405520737,915.153953149228,high,0.433012701892219
10,Simple,16,563.647555351702,836.561704528766,high,0.952627944162882
10,Simple,19,556.006665082532,NA,high,1.47224318643355
10,Complex,2,497.499489795452,NA,high,-1.47224318643355
10,Complex,3,656.931103088631,1464.63103389657,high,-1.29903810567666
10,Complex,4,507.869328275265,NA,high,-1.12583302491977
10,Complex,6,434.541795777114,NA,high,-0.779422863405995
10,Complex,7,450.982046086681,NA,high,-0.606217782649107
10,Complex,8,380.599495387552,1321.5806169492,high,-0.433012701892219
10,Complex,11,365.986502306551,1189.33027334481,high,0.0866025403784439
10,Complex,12,346.410365049636,NA,high,0.259807621135332
10,Complex,14,325.784830715878,NA,high,0.606217782649107
10,Complex,15,273.922704785942,1137.90442935856,high,0.779422863405995
10,Complex,17,294.738402400272,949.550530046411,high,1.12583302491977
10,Complex,18,217.391193384509,1036.91522177032,high,1.29903810567666
10,Complex,20,239.291657910651,NA,high,1.64544826719043
11,Simple,1,404.506689053096,NA,medium,-1.64544826719043
11,Simple,2,430.255242735244,NA,medium,-1.47224318643355
11,Simple,3,493.424535896481,1336.38271746503,medium,-1.29903810567666
11,Simple,6,389.605147613983,NA,medium,-0.779422863405995
11,Simple,9,461.043407391022,NA,medium,-0.259807621135332
11,Simple,11,418.816985881356,NA,medium,0.0866025403784439
11,Simple,12,379.068691606425,NA,medium,0.259807621135332
11,Simple,16,378.05940214164,NA,medium,0.952627944162882
11,Simple,18,380.316523958959,889.602469320929,medium,1.29903810567666
11,Simple,20,345.462917171021,785.149693128947,medium,1.64544826719043
11,Complex,4,315.502782732411,NA,medium,-1.12583302491977
11,Complex,5,292.6985220073,NA,medium,-0.952627944162882
11,Complex,7,267.006967189199,NA,medium,-0.606217782649107
11,Complex,8,269.152979940118,1339.67967480063,medium,-0.433012701892219
11,Complex,10,291.10736576095,NA,medium,-0.0866025403784439
11,Complex,13,215.801562058077,NA,medium,0.433012701892219
11,Complex,14,214.917632270222,1171.56715694386,medium,0.606217782649107
11,Complex,15,NA,1152.68345961551,medium,0.779422863405995
11,Complex,17,NA,NA,medium,1.12583302491977
11,Complex,19,NA,1082.3045692998,medium,1.47224318643355
12,Simple,4,653.798445803234,NA,medium,-1.12583302491977
12,Simple,8,810.133822849647,NA,medium,-0.433012701892219
12,Simple,9,795.52812360342,NA,medium,-0.259807621135332
12,Simple,11,664.01394223228,896.941359242091,medium,0.0866025403784439
12,Simple,13,729.48590173523,884.064298421089,medium,0.433012701892219
12,Simple,14,781.867548956343,NA,medium,0.606217782649107
12,Simple,16,803.118864744887,856.830595845797,medium,0.952627944162882
12,Simple,17,720.013095794905,859.107770735196,medium,1.12583302491977
12,Simple,19,971.478218129142,NA,medium,1.47224318643355
12,Complex,1,502.559126219278,NA,medium,-1.64544826719043
12,Complex,2,573.52868019956,NA,medium,-1.47224318643355
12,Complex,3,468.116019187515,1126.39042559956,medium,-1.29903810567666
12,Complex,5,462.336520805398,NA,medium,-0.952627944162882
12,Complex,6,496.461878410005,1038.99437972525,medium,-0.779422863405995
12,Complex,7,456.974662892543,NA,medium,-0.606217782649107
12,Complex,10,460.932237844696,1147.61587627207,medium,-0.0866025403784439
12,Complex,12,470.150622811161,NA,medium,0.259807621135332
12,Complex,15,444.644468235261,NA,medium,0.779422863405995
12,Complex,18,407.800827341354,995.939357673839,medium,1.29903810567666
12,Complex,20,533.257414891408,NA,medium,1.64544826719043
13,Simple,2,NA,NA,low,-1.47224318643355
13,Simple,3,234.937963999943,NA,low,-1.29903810567666
13,Simple,4,221.946406436828,NA,low,-1.12583302491977
13,Simple,8,235.487011195734,NA,low,-0.433012701892219
13,Simple,10,NA,1399.79399698825,low,-0.0866025403784439
13,Simple,14,236.582458680744,NA,low,0.606217782649107
13,Simple,15,213.52186335994,NA,low,0.779422863405995
13,Simple,19,271.627387248407,NA,low,1.47224318643355
13,Simple,20,281.842129463825,NA,low,1.64544826719043
13,Complex,1,221.962989576071,NA,low,-1.64544826719043
13,Complex,5,NA,NA,low,-0.952627944162882
13,Complex,6,NA,1563.54134812582,low,-0.779422863405995
13,Complex,7,NA,1572.82268860305,low,-0.606217782649107
13,Complex,9,NA,NA,low,-0.259807621135332
13,Complex,11,NA,NA,low,0.0866025403784439
13,Complex,12,NA,NA,low,0.259807621135332
13,Complex,13,NA,NA,low,0.433012701892219
13,Complex,16,NA,1547.40263160399,low,0.952627944162882
13,Complex,17,NA,NA,low,1.12583302491977
13,Complex,18,NA,NA,low,1.29903810567666
14,Simple,2,360.168397721071,NA,medium,-1.47224318643355
14,Simple,3,389.390854068866,1254.69206980086,medium,-1.29903810567666
14,Simple,6,336.557514836328,1054.1143278592,medium,-0.779422863405995
14,Simple,7,382.489868655292,NA,medium,-0.606217782649107
14,Simple,9,286.793093343012,NA,medium,-0.259807621135332
14,Simple,10,336.06072918093,960.026446062818,medium,-0.0866025403784439
14,Simple,11,337.847095683917,NA,medium,0.0866025403784439
14,Simple,13,324.01991096924303,NA,medium,0.433012701892219
14,Simple,16,303.173039444906,NA,medium,0.952627944162882
14,Simple,19,261.070454609758,NA,medium,1.47224318643355
14,Simple,20,273.769849954047,573.601543357164,medium,1.64544826719043
14,Complex,1,321.674700173176,NA,medium,-1.64544826719043
14,Complex,4,303.483860187523,1259.30138551272,medium,-1.12583302491977
14,Complex,5,286.470161899043,1188.11684184069,medium,-0.952627944162882
14,Complex,8,277.465957315953,NA,medium,-0.433012701892219
14,Complex,12,NA,1043.4251965398,medium,0.259807621135332
14,Complex,14,NA,NA,medium,0.606217782649107
14,Complex,15,NA,NA,medium,0.779422863405995
14,Complex,17,NA,NA,medium,1.12583302491977
14,Complex,18,NA,NA,medium,1.29903810567666
15,Simple,1,392.908002081291,NA,medium,-1.64544826719043
15,Simple,2,536.92808537504,NA,medium,-1.47224318643355
15,Simple,3,388.876867410879,1278.42452236309,medium,-1.29903810567666
15,Simple,5,461.18114559689,NA,medium,-0.952627944162882
15,Simple,7,427.400832072158,1267.13539872884,medium,-0.606217782649107
15,Simple,8,369.525427677138,1289.6305867967,medium,-0.433012701892219
15,Simple,9,343.735201655474,NA,medium,-0.259807621135332
15,Simple,12,411.420952640934,1352.28323404966,medium,0.259807621135332
15,Simple,14,387.074497353585,NA,medium,0.606217782649107
15,Simple,15,391.232875870464,NA,medium,0.779422863405995
15,Simple,18,340.07014391277,1178.66642437889,medium,1.29903810567666
15,Simple,20,266.326406753076,1188.76190877093,medium,1.64544826719043
15,Complex,4,339.748542241178,NA,medium,-1.12583302491977
15,Complex,6,315.237511192927,NA,medium,-0.779422863405995
15,Complex,10,220.942295830286,1498.76850444525,medium,-0.0866025403784439
15,Complex,11,235.836742793412,1460.27607256985,medium,0.0866025403784439
15,Complex,13,213.450432608481,NA,medium,0.433012701892219
15,Complex,16,NA,NA,medium,0.952627944162882
15,Complex,17,NA,1579.77544723055,medium,1.12583302491977
15,Complex,19,NA,NA,medium,1.47224318643355
16,Simple,1,562.604236280768,NA,high,-1.64544826719043
16,Simple,3,788.100018668383,999.363223255655,high,-1.29903810567666
16,Simple,4,661.460786183263,971.572576311192,high,-1.12583302491977
16,Simple,6,529.443394353782,NA,high,-0.779422863405995
16,Simple,7,601.791764515292,789.509751367648,high,-0.606217782649107
16,Simple,10,539.211102820441,NA,high,-0.0866025403784439
16,Simple,14,518.462537026145,NA,high,0.606217782649107
16,Simple,15,467.769084119345,NA,high,0.779422863405995
16,Simple,16,532.884057900404,NA,high,0.952627944162882
16,Simple,18,474.414721777842,560.201892021176,high,1.29903810567666
16,Simple,20,484.571598700153,NA,high,1.64544826719043
16,Complex,2,479.278232818823,1142.2765067131,high,-1.47224318643355
16,Complex,5,421.682996362914,1128.45440374922,high,-0.952627944162882
16,Complex,8,342.83871800222,NA,high,-0.433012701892219
16,Complex,9,380.095113048619,NA,high,-0.259807621135332
16,Complex,11,328.175378658299,921.315851335494,high,0.0866025403784439
16,Complex,12,273.246751406654,NA,high,0.259807621135332
16,Complex,13,298.933517582728,994.122185053647,high,0.433012701892219
16,Complex,17,264.152440381012,829.531383110462,high,1.12583302491977
16,Complex,19,NA,781.49095547339,high,1.47224318643355
17,Simple,1,272.768465395488,NA,medium,-1.64544826719043
17,Simple,3,246.537835128272,NA,medium,-1.29903810567666
17,Simple,6,313.532403100552,1450.26157767004,medium,-0.779422863405995
17,Simple,8,303.934478956131,NA,medium,-0.433012701892219
17,Simple,9,335.634428367668,1313.18926245953,medium,-0.259807621135332
17,Simple,12,291.984307336805,1264.8604908323,medium,0.259807621135332
17,Simple,13,267.134274157001,NA,medium,0.433012701892219
17,Simple,16,321.872462229065,1164.49966308049,medium,0.952627944162882
17,Simple,17,288.55618001108,1124.5627280685,medium,1.12583302491977
17,Simple,18,254.006780567677,NA,medium,1.29903810567666
17,Complex,2,256.284318629285,1697.46240941969,medium,-1.47224318643355
17,Complex,4,288.955315561028,1572.53008057057,medium,-1.12583302491977
17,Complex,5,219.962223744259,NA,medium,-0.952627944162882
17,Complex,7,221.039536897173,1559.02610632382,medium,-0.606217782649107
17,Complex,10,NA,NA,medium,-0.0866025403784439
17,Complex,11,NA,1526.35169247468,medium,0.0866025403784439
17,Complex,14,NA,1455.75854274659,medium,0.606217782649107
17,Complex,15,NA,NA,medium,0.779422863405995
17,Complex,19,NA,1368.09105152886,medium,1.47224318643355
17,Complex,20,NA,1367.20466739592,medium,1.64544826719043
18,Simple,1,638.680909806849,NA,medium,-1.64544826719043
18,Simple,3,681.858668608873,1559.35514225368,medium,-1.29903810567666
18,Simple,7,689.50358606008,1450.6196935061,medium,-0.606217782649107
18,Simple,10,723.43698744112,NA,medium,-0.0866025403784439
18,Simple,13,444.653036552157,1534.77828429211,medium,0.433012701892219
18,Simple,15,647.365313665594,1427.68534207904,medium,0.779422863405995
18,Simple,19,490.425150852782,1504.22378009043,medium,1.47224318643355
18,Simple,20,569.824142887456,NA,medium,1.64544826719043
18,Complex,2,680.132257287929,1732.76545654931,medium,-1.47224318643355
18,Complex,4,502.270674153387,NA,medium,-1.12583302491977
18,Complex,5,542.35009689862,1637.00778406977,medium,-0.952627944162882
18,Complex,6,503.553589866341,NA,medium,-0.779422863405995
18,Complex,8,399.00086100875,1749.74128260522,medium,-0.433012701892219
18,Complex,9,434.550004497724,1738.93782578315,medium,-0.259807621135332
18,Complex,11,321.241355650584,NA,medium,0.0866025403784439
18,Complex,12,387.46741710128,1718.71772953505,medium,0.259807621135332
18,Complex,14,398.693515419379,NA,medium,0.606217782649107
18,Complex,16,279.901467671701,1664.43861281805,medium,0.952627944162882
18,Complex,17,253.864011215667,NA,medium,1.12583302491977
18,Complex,18,277.654435820836,NA,medium,1.29903810567666
19,Simple,1,399.493159749674,NA,low,-1.64544826719043
19,Simple,2,443.201943903497,NA,low,-1.47224318643355
19,Simple,4,380.13478398023,1120.2622013383,low,-1.12583302491977
19,Simple,5,354.320073981113,NA,low,-0.952627944162882
19,Simple,7,357.640414413752,1098.37454826513,low,-0.606217782649107
19,Simple,8,406.02439150245,NA,low,-0.433012701892219
19,Simple,10,383.803964996112,1027.81752883613,low,-0.0866025403784439
19,Simple,11,250.507464932428,NA,low,0.0866025403784439
19,Simple,14,303.111903566246,NA,low,0.606217782649107
19,Simple,15,316.925705333297,NA,low,0.779422863405995
19,Simple,17,279.044299158035,1086.97800811972,low,1.12583302491977
19,Simple,19,282.644399774249,1162.03494571086,low,1.47224318643355
19,Simple,20,248.786459079296,NA,low,1.64544826719043
19,Complex,3,240.704388053324,NA,low,-1.29903810567666
19,Complex,6,245.526101947404,NA,low,-0.779422863405995
19,Complex,9,232.225472912041,NA,low,-0.259807621135332
19,Complex,12,NA,NA,low,0.259807621135332
19,Complex,13,NA,NA,low,0.433012701892219
19,Complex,16,NA,1391.15589923553,low,0.952627944162882
19,Complex,18,NA,NA,low,1.29903810567666
20,Simple,3,384.035102904128,NA,high,-1.29903810567666
20,Simple,4,379.469945085782,NA,high,-1.12583302491977
20,Simple,7,438.794805927852,809.754444464148,high,-0.606217782649107
20,Simple,11,401.28627318413203,731.802638371596,high,0.0866025403784439
20,Simple,14,482.415984004347,489.741197043255,high,0.606217782649107
20,Simple,15,393.917569708144,486.336597324332,high,0.779422863405995
20,Simple,18,475.039795959464,400,high,1.29903810567666
20,Simple,19,479.702581323534,NA,high,1.47224318643355
20,Complex,1,391.51253811903,NA,high,-1.64544826719043
20,Complex,2,405.772221299475,1149.5035472624,high,-1.47224318643355
20,Complex,5,318.649016943068,NA,high,-0.952627944162882
20,Complex,6,343.503127116997,1015.55424127456,high,-0.779422863405995
20,Complex,8,299.107811792994,NA,high,-0.433012701892219
20,Complex,9,246.956445871485,NA,high,-0.259807621135332
20,Complex,10,255.466641321754,NA,high,-0.0866025403784439
20,Complex,12,333.902508809404,780.709494484168,high,0.259807621135332
20,Complex,13,247.828791068826,NA,high,0.433012701892219
20,Complex,16,NA,753.219179537274,high,0.952627944162882
20,Complex,17,NA,699.518475154367,high,1.12583302491977
20,Complex,20,225.414051250322,NA,high,1.64544826719043
